edgeId,sourceContract,sourceSemanticUnit,sourceLocation,referenceKind,requiredness,targetContract,targetSemanticUnit,targetLocation,targetSemanticKind,targetLifecycleAvailability,resolutionStatus,reason,occurrenceCount
E01-767,C10,c10.field.767 (C8EvaluationRecord.validationRegistryVersionReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.767,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-768,C10,c10.field.768 (C8EvaluationRecord.comparisonPolicyVersionReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.768,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-769,C10,c10.field.769 (C8EvaluationRecord.providerConfigurationReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.769,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-770,C10,c10.field.770 (C8EvaluationRecord.evaluationConfigurationReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.770,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-771,C10,c10.field.771 (C8EvaluationRecord.lifecycle),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.771,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-772,C10,c10.field.772 (C8EvaluationRecord.adjudicationRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.772,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-773,C10,c10.field.773 (C8EvaluationRecord.replacementRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.773,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-774,C10,c10.field.774 (C8LifecycleBundle.lifecycleStateIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.774,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-775,C10,c10.field.775 (C8LifecycleBundle.recordRevisionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.775,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-776,C10,c10.field.776 (C8LifecycleBundle.predecessorRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.776,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-777,C10,c10.field.777 (C8LifecycleBundle.successorRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.777,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-778,C10,c10.field.778 (C8LifecycleBundle.sealedAt),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.778,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-779,C10,c10.field.779 (C8LifecycleBundle.sealIntegrityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.779,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-780,C10,c10.field.780 (C8LifecycleBundle.historyReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.780,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-781,C10,c10.field.781 (C8LifecycleBundle.exclusionReasonIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.781,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-782,C10,c10.field.782 (C8LifecycleBundle.invalidationReasonIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.782,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-783,C10,c10.field.783 (C8LifecycleBundle.replacementReasonIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.783,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-784,C10,c10.field.784 (C8LifecycleBundle.transitionEvents),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.784,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-785,C10,c10.field.785 (C8LifecycleTransitionEvent.transitionEventId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.785,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-786,C10,c10.field.786 (C8LifecycleTransitionEvent.fromStateIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.786,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-787,C10,c10.field.787 (C8LifecycleTransitionEvent.toStateIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.787,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-788,C10,c10.field.788 (C8LifecycleTransitionEvent.transitionDisposition),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.788,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-789,C10,c10.field.789 (C8LifecycleTransitionEvent.conditionEvidenceReferences),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.789,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-790,C10,c10.field.790 (C8LifecycleTransitionEvent.actorRoleReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.790,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-791,C10,c10.field.791 (C8LifecycleTransitionEvent.occurredAt),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.791,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-792,C10,c10.field.792 (C8LifecycleTransitionEvent.eventIntegrityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.792,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
